CORPORATE_IDENTIFICATION_NUMBER;COMPANY_NAME;COMPANY_STATUS;COMPANY_CLASS;COMPANY_CATEGORY;COMPANY_SUB_CATEGORY;DATE_OF_REGISTRATION;REGISTERED_STATE;AUTHORIZED_CAP;PAIDUP_CAPITAL;INDUSTRIAL_CLASS;PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN;REGISTERED_OFFICE_ADDRESS;REGISTRAR_OF_COMPANIES;EMAIL_ADDR;LATEST_YEAR_ANNUAL_RETURN;LATEST_YEAR_FINANCIAL_STATEMENT
L27100GJ1992PLC016917;GUJARAT INTRUX LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;8-1-1992;Gujarat;36000000.0;34353000.0;27100.0;Manufacturing;SURVEY NO.84/P 17 K.M.RAJKOT-GONDAL HIGHWAYVILLAGE SHAPAR TALUKA KOTDA SANGANI  ;ROCÂ AHMEDABAD;info@gujaratintrux.com;31-3-2019;31-3-2019
L27100GJ1992PLC017196;ADITYA FORGE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;27-2-1992;Gujarat;60000000.0;43086000.0;27100.0;Manufacturing;415 GIDC, RAMANGANDI, PORN H 8  ;ROCÂ AHMEDABAD;accounts@adityaforge.com;31-3-2018;31-3-2018
L27100GJ1992PLC017705;SWAYAM METALS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;25-5-1992;Gujarat;81000000.0;35144000.0;27100.0;Manufacturing;26/1, 27/1-2, G.I.D.C. ESTATEKALOL (NORTH GUJARAT) DIST.GANDHINAGAR-382 725  ;ROCÂ AHMEDABAD;somanistrips@gmail.com;31-3-2016;31-3-2016
L27100GJ1992PLC018607;LESHA INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;23-11-1992;Gujarat;190000000.0;11320370.0;27100.0;Manufacturing;7TH FLOOR, ASHOKA CHAMBERS,MITHAKALI SIX ROADS,  ;ROCÂ AHMEDABAD;sashah73@gmail.com;31-3-2019;31-3-2019
L27100GJ1993PLC019294;PAN AUTO LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;16-4-1993;Gujarat;70000000.0;62500000.0;27100.0;Manufacturing;10, SAHYOG BUIDING,OPP: DINBAI TOWERMIRZAPUR ROAD  ;ROCÂ AHMEDABAD;panauto@yahoo.com;31-3-2009;31-3-2009
L27100GJ1993PLC020552;SHILP GRAVURES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;29-10-1993;Gujarat;65000000.0;61498000.0;27100.0;Manufacturing;778/6 PRAMUKH INDUSTRIAL ESTATE,SOLA - SANTEJ ROAD, VILLAGE: RAKANPUR  ;ROCÂ AHMEDABAD;cs@shilpgravures.com;31-3-2019;31-3-2019
L27100GJ1994PLC021088;SURAJ LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;20-1-1994;Gujarat;232500000.0;192641000.0;27100.0;Manufacturing;SURAJ HOUSE, OPP. USMANPURA GARDENUSMANPURA  ;ROCÂ AHMEDABAD;secretary@surajgroup.com;31-3-2019;31-3-2019
L27100GJ1995PLC025609;WELSPUN CORP LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;26-4-1995;Gujarat;2500500000.0;1326130000.0;27100.0;Manufacturing;Welspun City, Village Versamedi,Taluka Anjar  ;ROCÂ AHMEDABAD;CompanySecretary_wcl@welspun.com;31-3-2019;31-3-2019
L27100GJ1995PLC027638;OASIS MEDIA MATRIX LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;27-9-1995;Gujarat;60000000.0;47687590.0;27100.0;Manufacturing;CABIN NO 1 209 2ND FLOOR  WALL STREETOPP ORIENT CLUB ELLISBRIDGE  ;ROCÂ AHMEDABAD;oasis_media@yahoo.com;31-3-2006;31-3-2006
L27101GJ1990PLC013568;PRESHA METALLURGICAL LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;2-4-1990;Gujarat;50000000.0;142898000.0;27101.0;Manufacturing;C-1, 806, Saffron Complex, Opp. Central Mall,Ambawadi, Punchwati Road, Ellisbridge,  ;ROCÂ AHMEDABAD;preshametallurgicalltd@gmail.com;31-3-2018;31-3-2018
L27101GJ1992PLC018101;HEERA ISPAT LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-8-1992;Gujarat;60000000.0;58828000.0;27101.0;Manufacturing;206, Ashwarath Complex, 2nd Floor,Opp. Fortune Landmark Hotel, Usmanpura,  ;ROCÂ AHMEDABAD;heeraispat1992@gmail.com;31-3-2019;31-3-2019
L27101GJ1994PLC022876;GOPAL IRON AND STEELS COMPANY (GUJARAT)LIMITED  ;ACTV;Public;Company limited by Shares;Non-govt company;25-8-1994;Gujarat;60000000.0;49171000.0;27101.0;Manufacturing;B/701, Nirman ComplexB/H. Navrangpura Bus Stand  ;ROCÂ AHMEDABAD;gisco_guj@yahoo.in;31-3-2019;31-3-2019
L27104GJ1972PLC002153;PANCHMAHAL STEEL LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;12-9-1972;Gujarat;400000000.0;190783290.0;27104.0;Manufacturing;GIDC, ESTATE, KALOL DISTT.PANCHMAHAL   ;ROCÂ AHMEDABAD;dnagar@panchmahalsteel.co.in;31-3-2019;31-3-2019
L27104GJ1972PLC085827;WELCAST STEELS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;28-2-1972;Gujarat;20000000.0;6381610.0;27104.0;Manufacturing;115-116, G.V.M.M. ESTATE,ODHAV ROAD, ODHAV,  ;ROCÂ AHMEDABAD;info@welcaststeels.com;31-3-2019;31-3-2019
L27106GJ2001PLC039978;RIDDHI STEEL AND TUBE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-9-2001;Gujarat;85000000.0;82902520.0;27106.0;Manufacturing;83/84, VILLAGE - KAMOD, PIPLAJ PIRANA ROAD,POST - ASLALI,  ;ROCÂ AHMEDABAD;compliance@riddhitubes.com;31-3-2019;31-3-2019
L27109GJ1972PLC011500;AHMEDABAD STEEL CRAFT LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;14-7-1972;Gujarat;50000000.0;40920000.0;27109.0;Manufacturing;"401, ""637"" COMPLEX, PANCHVATI 2ND LANE,GULBAI TEKRA, AHMEDABAD  ";ROCÂ AHMEDABAD;ascsteelad1@gmail.com;31-3-2019;31-3-2019
L27109GJ1980PLC100420;ACE MEN ENGG WORKS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;18-11-1980;Gujarat;35000000.0;30985000.0;27109.0;Manufacturing;102, Milestone Commercial Complex,Kashi Vishwanath Road,Nagnath Gate, Jamnagar  ;ROCÂ AHMEDABAD;info@acumenengg.co.in;31-3-2019;31-3-2019
L27109GJ1986PLC008770;MERCURY METALS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;4-7-1986;Gujarat;100000000.0;6952808.0;27109.0;Manufacturing;36 ADVANI MARKET O/S DELHIMUNICIPAL MARKET   ;ROCÂ AHMEDABAD;metal.mercury@gmail.com;31-3-2019;31-3-2019
L27109GJ1991PLC016200;BARODA EXTRUSION LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;30-8-1991;Gujarat;150000000.0;149049000.0;27109.0;Manufacturing;SURVEY NO 65-66 VILLAGE :GARADIA JAROD-SAMLAYAROAD TA SAVLI  ;ROCÂ AHMEDABAD;meetulpcs@gmail.com;31-3-2019;31-3-2019
L27109GJ2012PLC071373;SURANI STEEL TUBES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;31-7-2012;Gujarat;90000000.0;82840000.0;27109.0;Manufacturing;S. No.110,115, Opp. Vinayak TMT,Bayad Road, Tal. Dahegam,  ;ROCÂ AHMEDABAD;info@suranisteel.com;31-3-2019;31-3-2019
L27110GJ1989PLC011748;STEELCO GUJARAT LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;9-1-1989;Gujarat;1500000000.0;788680220.0;27110.0;Manufacturing;PLOT NO. 2G.I.D.C. ESTATE, PALEJ  ;ROCÂ AHMEDABAD;secretarial@steelcogujarat.com;31-3-2019;31-3-2019
L27201GJ2012PLC072719;MADHAV COPPER LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;19-11-2012;Gujarat;150000000.0;123216000.0;27201.0;Manufacturing;PLOT NO.2107/D, OFFICE NO.203, 2ND FLOORD & I EXCELUS, WAGHAWADI ROAD  ;ROCÂ AHMEDABAD;mcopper2013@gmail.com;31-3-2019;31-3-2019
L27202GJ1962PLC040548;JHAGADIA COPPER LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;3-3-1962;Gujarat;15000000000.0;7862510310.0;27202.0;Manufacturing;PLOT NO 747 GIDC INDUSTRIALESTATE P O JHAGADIA393110 POST BOX NO 14 DIST  ;ROCÂ AHMEDABAD;contact@jhagadiacopper.in;31-3-2009;31-3-2010
L27203GJ1979PLC008050;P G FOILS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-11-1979;Gujarat;150000000.0;81161025.0;27203.0;Manufacturing;6 NEPTUNE TOWERASHRAM ROAD   ;ROCÂ AHMEDABAD;pgfoils@pgfoils.in;31-3-2019;31-3-2019
L27205GJ2016PLC093050;RADHIKA JEWELTECH LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;22-7-2016;Gujarat;250000000.0;236000000.0;27205.0;Manufacturing;"3-4-5, ""Raj Shrungi"" Complex,Palace Road,  ";ROCÂ AHMEDABAD;radhikajeweltech@gmail.com;31-3-2019;31-3-2019
L27209GJ1984PLC098951;R K MANUFACTURING CO LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;26-7-1984;Gujarat;100000000.0;95864010.0;27209.0;Manufacturing;215-A, Manek CenterP.N. Marg  ;ROCÂ AHMEDABAD;rkmanufacturingco@gmail.com;31-3-2019;31-3-2019
L27209GJ1999PLC036656;GYSCOAL ALLOYS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;29-9-1999;Gujarat;270000000.0;158275560.0;27209.0;Manufacturing;Plot No. 2/3 GIDC Ubkhal,Kukarwada, Tal. Vijapur, Dist. Mehsana  ;ROCÂ AHMEDABAD;cs@gyscoal.com;31-3-2019;31-3-2019
L27259GJ1978PLC003179;AUSTIN ENGINEERING COMPANY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;27-7-1978;Gujarat;40000000.0;34778000.0;27259.0;Manufacturing;VILLAGE:PATLA TAL-BHESAN,VIA-RANPUR SORATHPOST-VISHAL HADMATIYA  ;ROCÂ AHMEDABAD;info@aec.com;31-3-2019;31-3-2019
L27300GJ2010PLC061678;CAPTAIN TECHNOCAST LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;20-7-2010;Gujarat;110000000.0;102100500.0;27300.0;Manufacturing;SURVEY NO-257, PLOT NO. 4,N.H. NO. 8-B, SHAPAR (VERAVAL), RAJKOT  ;ROCÂ AHMEDABAD;account@captaintechnocast.com;31-3-2019;31-3-2019
L27310GJ1960PLC000998;PALCO METALS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;21-11-1960;Gujarat;100000000.0;70000000.0;27310.0;Manufacturing;B-209, 2nd Floor, Mondeal SquareNr. Prahaladnagar Garden, Prahaladnagar  ;ROCÂ AHMEDABAD;kiran@palcometals.com;31-3-2019;31-3-2019
L27310GJ1972PLC002033;STEELCAST LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;11-2-1972;Gujarat;150000000.0;101200000.0;27310.0;Manufacturing;RUVAPARI ROAD,   ;ROCÂ AHMEDABAD;cs@steelcast.net;31-3-2019;31-3-2019
L27310GJ1987PLC009517;POLYMECHPLAST MACHINES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;24-3-1987;Gujarat;75000000.0;47817000.0;27310.0;Manufacturing;775 GIDC INDUSTRIAL ESTATEMAKARPURA  10   ;ROCÂ AHMEDABAD;pmldjs@polymechplast.com;31-3-2019;31-3-2019
L27320GJ2012PLC071594;TIRUPATI FORGE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;17-8-2012;Gujarat;115000000.0;103200000.0;27320.0;Manufacturing;PLOT NO. 1-5, SURVEY NO. 92/1,NEAR SHAN CEMENT,HADAMTALA INDUSTRIAL AREA,TAL: KOTDA SANGANI  ;ROCÂ AHMEDABAD;info@tirupatiforge.com;31-3-2019;31-3-2019
L27320GJ2016PLC094314;POOJAWESTERN METALIKS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;9-11-2016;Gujarat;110000000.0;101420000.0;27320.0;Manufacturing;PLOT NO. 1, PHASE II,GIDC, DARED  ;ROCÂ AHMEDABAD;account@poojametal.com;31-3-2019;31-3-2019
L28112GJ2010PLC062324;RUDRA GLOBAL INFRA PRODUCTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;16-9-2010;Gujarat;255000000.0;250859570.0;28112.0;Manufacturing;"""M.D.HOUSE"" , PLOT NO. 2715/ANEAR CENTRAL SALT, WAGHAWADI ROAD,  ";ROCÂ AHMEDABAD;info@mdgroup.in;31-3-2019;31-3-2019
L28112GJ2013PLC074916;UMIYA TUBES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-5-2013;Gujarat;120000000.0;100066670.0;28112.0;Manufacturing;208, 2ND FLOOR, SUMAN TOWER,SECTOR NO. 11,  ;ROCÂ AHMEDABAD;umiyatubesltd@yahoo.com;31-3-2019;31-3-2019
L28113GJ2013PLC075662;A & M FEBCON LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;18-6-2013;Gujarat;130000000.0;128132050.0;28113.0;Manufacturing;A-2, HIRA ANAND TOWER,GORDHANWADI TEKARA, KANKARIA  ;ROCÂ AHMEDABAD;aandmfebcon@gmail.com;31-3-2019;31-3-2019
L28120GJ1992PLC017081;GUJARAT CONTAINERS LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;11-2-1992;Gujarat;60000000.0;56500000.0;28120.0;Manufacturing;PLOT NO 488 BARODA-SAVLIHIGHWAY VILLAGE:TUNDAVTA SAVLI DIST  ;ROCÂ AHMEDABAD;cs@gujaratcontainers.com;31-3-2019;31-3-2019
L28910GJ1977PLC002998;RAPICUT CARBIDES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-4-1977;Gujarat;80000000.0;53712450.0;28910.0;Manufacturing;119, GIDC INDUSTRIAL AREA,   ;ROCÂ AHMEDABAD;investors@rapicutcarbides.com;31-3-2019;31-3-2019
L28910GJ1979PLC003508;TECHNO FORGE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;28-9-1979;Gujarat;80000000.0;43100000.0;28910.0;Manufacturing;1022 GIDC ESTATEANKLESHWAR -   ;ROCÂ AHMEDABAD;technoforge@rediffmail.com;31-3-2019;31-3-2019
L28910GJ1988PLC011694;GANGA FORGING LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;29-12-1988;Gujarat;85000000.0;79473310.0;28910.0;Manufacturing;PLOT NO 1 SNO 298 & 30RAJKOT GONDAL N HVERAVAL (SHAPAR)  ;ROCÂ AHMEDABAD;gangaforging@yahoo.co.in;31-3-2019;31-3-2019
L28910GJ1989PLC012015;SANGHVI FORGING AND ENGINEERING LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;16-3-1989;Gujarat;200000000.0;148922670.0;28910.0;Manufacturing;244/6&7 GIDC ESTATEWAGHODIA  ;ROCÂ AHMEDABAD;cs@sanghviforge.com;31-3-2019;31-3-2019
L28990GJ1995PLC028270;LYPSA GEMS & JEWELLERY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;30-11-1995;Gujarat;300000000.0;294840000.0;28990.0;Manufacturing;Wing A, 2nd Block, 202-302, Orchid Complex,Opp. HDFC Bank, Chhapi-Pirojpura Road, Chhapi,  ;ROCÂ AHMEDABAD;info@lypsa.in;31-3-2019;31-3-2019
L28999GJ1992PLC018570;GUJARAT FOILS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;16-11-1992;Gujarat;1000000000.0;82018100.0;28999.0;Manufacturing;3436-3449, CHHATRAL GIDCPHASE-IV, TA : KALOL  ;ROCÂ AHMEDABAD;secretarial@topworthgroup.com;31-3-2018;31-3-2018
L28999GJ2017PLC095651;JIGAR CABLES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-2-2017;Gujarat;80000000.0;70320000.0;28999.0;Manufacturing;Plot No.164/14 & 15Jamwadi G.I.D.C  ;ROCÂ AHMEDABAD;sigmacable99@gmail.com;31-3-2019;31-3-2019
L29100GJ1960PLC001082;ELECON ENGINEERING COMPANY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;11-1-1960;Gujarat;1780000000.0;224399930.0;29100.0;Manufacturing;ANAND, SUJITRA ROADVALLABH VIDYANAGAR  ;ROCÂ AHMEDABAD;blisarani@elecon.com;31-3-2019;31-3-2019
L29100GJ1980PLC097420;DANUBE INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;14-10-1980;Gujarat;50000000.0;50000000.0;29100.0;Manufacturing;A-2101, PRIVILON, B/H ISCON TEMPLE,AMBLI-BOPAL ROAD, S.G. HIGHWAY  ;ROCÂ AHMEDABAD;dwekamindustries@gmail.com;31-3-2019;31-3-2019
L29100GJ1989PLC012576;TEXEL INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;2-8-1989;Gujarat;135000000.0;52229210.0;29100.0;Manufacturing;BLOCK NO 2106 SANTEJ-KHATREJROAD NR GAYATRI FARMHOUSE VILL-SANTEJ TAL-KALOL(N G)  ;ROCÂ AHMEDABAD;finance@geotexelin.com;31-3-2019;31-3-2019
L29120GJ1990PLC014293;MAZDA LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;3-9-1990;Gujarat;50000000.0;40050000.0;29120.0;Manufacturing;C/1 39/13/16G I D C NARODA   ;ROCÂ AHMEDABAD;nishith@mazdalimited.com;31-3-2019;31-3-2019
L29120GJ1990PLC014385;GALAXY BEARINGS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;19-9-1990;Gujarat;50000000.0;31800000.0;29120.0;Manufacturing;A-53/54, 5th Floor, Pariseema Complex,C.G. Road, Ellisbridge,  ;ROCÂ AHMEDABAD;investor.gbl@gmail.com;31-3-2019;31-3-2019
L29120GJ1992PLC017722;JALDHARA PUMPS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;27-5-1992;Gujarat;105000000.0;69622000.0;29120.0;Manufacturing;22-23-24, GIDC ESTATE, VISNAGAR   ;ROCÂ AHMEDABAD;rjshah_ca@yahoo.com;31-3-2015;31-3-2019
L29120GJ1993PLC019199;HAWA ENGINEERS LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;26-3-1993;Gujarat;40000000.0;35264000.0;29120.0;Manufacturing;PLOT NO.129, Near Kashiram Textile Mill,Narol Road,  ;ROCÂ AHMEDABAD;cs@hawaengltd.com;31-3-2019;31-3-2019
L29120GJ2013PLC074281;LATTEYS INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;2-4-2013;Gujarat;50000000.0;45996660.0;29120.0;Manufacturing;PLOT NO. 16, PHASE- 1/2,GIDC ESTATE, NARODA  ;ROCÂ AHMEDABAD;cs@latteysindustries.com;31-3-2019;31-3-2019
L29130GJ1991PLC016005;VISHAL BEARINGS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;24-7-1991;Gujarat;120000000.0;107910000.0;29130.0;Manufacturing;SURVEY NO 22/1 PLOT NO 1SHAPAR MAIN ROADSHAPAR (VERAVAL)  ;ROCÂ AHMEDABAD;legal@vishalbearings.com;31-3-2019;31-3-2019
L29130GJ1992PLC018684;INTEGRA SWITCHGEAR LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;14-12-1992;Gujarat;40000000.0;28816000.0;29130.0;Manufacturing;10, GIDC, POR-RAMAN GAMDI,   ;ROCÂ AHMEDABAD;mcb@integraindia.com;31-3-2019;31-3-2019
L29190GJ1992PLC017801;PATELS AIRTEMP (INDIA) LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;10-6-1992;Gujarat;70000000.0;50702400.0;29190.0;Manufacturing;5th Floor, Kalpana Complex, Near Memnagar Fire StaNavrangpura,  ;ROCÂ AHMEDABAD;share@patelsairtemp.com;31-3-2019;31-3-2019
L29190GJ2007PLC050607;LOYAL EQUIPMENTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;20-4-2007;Gujarat;150000000.0;102000000.0;29190.0;Manufacturing;BLOCK NO.35/1-2-3-4VILLAGE - ZAK  ;ROCÂ AHMEDABAD;account@loyalequipments.com;31-3-2019;31-3-2019
L29199GJ1945PLC000443;MADHUSUDAN INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;27-8-1945;Gujarat;130000000.0;26875000.0;29199.0;Manufacturing;Survey No. 359/B,  359/C, 361 & 362Tal.: Dehgam  ;ROCÂ AHMEDABAD;hemal.sadiwala@madhusudan-india.com;31-3-2019;31-3-2019
L29199GJ1962PLC001171;GMM PFAUDLER LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;17-11-1962;Gujarat;50000000.0;29235000.0;29199.0;Manufacturing;VITHAL UDYOGNAGAR   ;ROCÂ AHMEDABAD;investorservices@gmmpfaudler.com;31-3-2019;31-3-2019
L29199GJ1974PLC002574;EIMCO ELECON (INDIA ) LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;31-7-1974;Gujarat;100000000.0;57683850.0;29199.0;Manufacturing;ANAND SOJITRA ROADANAND DIST.  ;ROCÂ AHMEDABAD;RBDALWADI@EIMCOELECON.IN;31-3-2019;31-3-2019
L29199GJ1981PLC004593;RAJESH MALLEABLES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;3-9-1981;Gujarat;60000000.0;35000000.0;29199.0;Manufacturing;4, GIDC INDUSTRIAL ESTATE, PHASE-I,VATVA  ;ROCÂ AHMEDABAD;Companysecretaryconsultancy@gmail.com;31-3-2017;31-3-2017
L29199GJ1981PLC028741;INTEGRA ENGINEERING INDIA LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;3-6-1981;Gujarat;355000000.0;158245196.0;29199.0;Manufacturing;POST BOX NO 55 CHANDRAPURA VILLAGETALUKA HALOL  ;ROCÂ AHMEDABAD;secretarial@integraengineering.in;31-3-2019;31-3-2019
L29199GJ1984PLC007130;GUJARAT CRAFT INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;31-7-1984;Gujarat;50000000.0;48883000.0;29199.0;Manufacturing;PLOT NO 431 VILLAGE-SANTEJSANTEJ-VADSAR ROADTAL-KALOL  ;ROCÂ AHMEDABAD;info@gujaratcraft.com;31-3-2019;31-3-2019
L29199GJ1984PLC007177;SHRI KHODIYAR INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;17-8-1984;Gujarat;80000000.0;63362750.0;29199.0;Manufacturing;VIJAPURA ROADMANSA   ;ROCÂ AHMEDABAD;industries.khodiyar@gmail.com;31-3-2010;31-3-2010
L29199GJ1984PLC007195;AMRADEEP INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;27-8-1984;Gujarat;75000000.0;66069000.0;29199.0;Manufacturing;24, LAXMI CHAMBERS, NAVJEEVAN PRESS ROAD,OPP. OLD GUJARAT HIGH COURT,  ;ROCÂ AHMEDABAD;amradeepindustries@gmail.com;31-3-2019;31-3-2019
L29199GJ1990PLC014514;VIRAT INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;14-10-1990;Gujarat;50000000.0;49233400.0;29199.0;Manufacturing;A-112 G I D C INDUSTRIAL ESTATEKABIL PORE  ;ROCÂ AHMEDABAD;factory@viratindustries.com;31-3-2019;31-3-2019
L29199GJ1992PLC018047;MENA MANI INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;24-7-1992;Gujarat;165000000.0;100346990.0;29199.0;Manufacturing;4TH FLOOR, KARM CORPORATE HOUSE, OPP. VIKRAMNAGARNR. NEW YORK TIMBER, AMBLI BOPAL ROAD  ;ROCÂ AHMEDABAD;enrichind@gmail.com;31-3-2019;31-3-2019
L29199GJ1995PLC027455;BAFFIN ENGINEERING PROJECTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;13-9-1995;Gujarat;103500000.0;20000000.0;29199.0;Manufacturing;320,NEW CLOTH MARKET,  ;ROCÂ AHMEDABAD;rpbaffin@gmail.com;31-3-2018;31-3-2018
L29199GJ2003PLC043148;S A L STEEL LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;6-11-2003;Gujarat;1400000000.0;849667000.0;29199.0;Manufacturing;5/1 SHREEJI HOUSE 5TH FLOORB/H M J LIBRARY ASHRAMROAD  ;ROCÂ AHMEDABAD;cs@salsteel.co.in;31-3-2019;31-3-2019
L29210GJ1974PLC078700;ARCHON INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;28-8-1974;Gujarat;15000000.0;12095000.0;29210.0;Manufacturing;A-1, SHIVAM SUNDARAM COMPLEX, ABOVE ADC BANK,OPP. HARESH DUDHIYA, GURUKUL ROAD, MEMNAGAR  ;ROCÂ AHMEDABAD;maheshagriculture@hotmail.com;31-3-2014;31-3-2014
L29210GJ1992PLC017845;ADARSH PLANT PROTECT LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;18-6-1992;Gujarat;100000000.0;99115000.0;29210.0;Manufacturing;604 G.I.D.C.VITHAL UDYOGNAGAR  ;ROCÂ AHMEDABAD;info@adarshplant.com;31-3-2019;31-3-2019
L29219GJ2005PLC045508;SPRAYKING AGRO EQUIPMENT LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;17-2-2005;Gujarat;35000000.0;31727690.0;29219.0;Manufacturing;GIDC PHASE II PLOT NO 590DARED   ;ROCÂ AHMEDABAD;spraykingagro@yahoo.com;31-3-2019;31-3-2019
L29220GJ2009PLC056482;ICE MAKE REFRIGERATION LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;31-3-2009;Gujarat;175000000.0;156720000.0;29220.0;Manufacturing;B-1, VASUPUJYA CHAMBER, NEAR NAVDEEP BUILDING,INCOME-TAX CROSS ROAD,  ;ROCÂ AHMEDABAD;icemake1@gmail.com;31-3-2019;31-3-2019
L29224GJ1986PLC009151;JAY ENERGY AND S ENERGIES LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;12-11-1986;Gujarat;75000000.0;67977000.0;29224.0;Manufacturing;C - 327  SIDHI VINAYAK TOWERS.G. HIGHWAY , MAKARBA  ;ROCÂ AHMEDABAD;jayenergynsenergys@gmail.com;31-3-2016;31-3-2016
L29249GJ1986PLC009126;ELECTROTHERM (INDIA) LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;29-10-1986;Gujarat;785900000.0;247428140.0;29249.0;Manufacturing;A-1, SKYLARK APARTMENT, SATELLITE ROAD, SATELLITE   ;ROCÂ AHMEDABAD;sec@electrotherm.com;31-3-2019;31-3-2019
L29253GJ2007PLC050007;SAGARDEEP ALLOYS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;13-2-2007;Gujarat;200000000.0;113716000.0;29253.0;Manufacturing;PLOT NO. 2070 , RAJNAGAR PATIYA ,SANTEJ KHATRAJ ROAD ,SANTEJ  ;ROCÂ AHMEDABAD;secretary@sdalloys.com;31-3-2019;31-3-2019
L29259GJ1961PLC001439;ROLCON ENGINEERING COMPANY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;17-3-1961;Gujarat;15000000.0;7560000.0;29259.0;Manufacturing;ANAND-SOJITRA ROAD   ;ROCÂ AHMEDABAD;rolcon@rolconengineering.com;31-3-2019;31-3-2019
